transaction_id,user_id,date,amount,category,description,payment_method
5ba3bde5-6a43-41a7-809a-757b6360bc02,119,2025-03-31,1729.15,Food,Swiggy order,Credit Card
7a2540ca-1e42-480c-883c-b2358cba1604,149,2024-12-10,1213.0,Bills,Phone recharge,Netbanking
0b987385-fa8b-49f0-a265-35409cc0e518,170,2025-03-23,1081.77,Entertainment,Gaming top-up,UPI
cd0df3f0-1ca7-4455-ac92-4eedcd0db452,168,2025-01-12,273.38,Bills,WiFi payment,Debit Card
0e6d1d82-e327-4dfe-ae7d-9987008137bf,155,2025-04-23,267.53,Bills,Phone recharge,Credit Card
09ab7d38-d12f-49fa-898f-fc65b32a92ea,192,2025-04-10,4792.17,Shopping,Amazon,Debit Card
fa75ceed-d271-423e-9591-b415332b9a59,113,2025-04-20,1039.98,Entertainment,Spotify,Debit Card
74294932-b722-47c4-bf27-219a638552c3,119,2025-03-20,1237.49,Bills,WiFi payment,Debit Card
93933adf-2d80-46f2-b91c-747a19dfbae9,162,2025-02-24,3195.25,Travel,Uber ride,UPI
a62e7d5a-e8f7-4f3c-afb3-a120c09733e6,139,2025-01-16,1763.51,Food,Dominos,Credit Card
8a04b350-a895-4984-b7eb-3c36eecc4148,110,2025-03-02,1762.12,Food,Zomato bill,UPI
39525c14-4033-45c7-b463-dfcd63a30c19,197,2025-03-29,1641.25,Bills,Phone recharge,Credit Card
f7e5c879-de72-4af0-8df5-99da93e97f3e,121,2025-01-28,4760.82,Travel,Train ticket,Debit Card
3e3dda23-c059-4325-a4fc-b519754dd207,169,2025-05-11,1930.51,Entertainment,Gaming top-up,Credit Card
86852cd2-4b3a-4bc4-bc0e-b67c1d1347a7,185,2025-05-22,828.03,Bills,Phone recharge,Debit Card
cb03c76f-3ebf-4ffb-83bd-800d1b867654,128,2024-12-06,1044.52,Shopping,DMart purchase,UPI
d6db739f-cfe2-4fa3-8d70-8b64c543b011,129,2025-05-01,10883.09,Rent,Monthly rent,Credit Card
3f97fdc8-f08c-4517-ad6c-3ba1bf1a0581,107,2025-05-10,1430.29,Food,Swiggy order,Credit Card
acc72a74-e082-492a-a195-4fe784e97ce9,109,2025-01-05,1726.29,Food,Swiggy order,Credit Card
3b63682f-14df-4871-868d-6a4630fb4bce,169,2025-04-19,9854.14,Rent,Hostel rent,Credit Card
e2d12e62-2157-4b52-8426-63bad0355f08,131,2025-02-25,1173.61,Bills,WiFi payment,Netbanking
43af2c6b-dd2c-4ea7-bd63-c1ea919b6874,184,2025-02-09,924.47,Shopping,Flipkart,Netbanking
82f23672-a6f7-4086-9ec3-61758ce2ff6a,193,2025-01-27,9111.02,Rent,PG fees,UPI
17ebf2b4-20f4-4425-bfe3-8ef66ecd6626,112,2025-01-04,1969.12,Bills,WiFi payment,UPI
9df39ada-4e57-4275-b166-f643d4d068f2,113,2025-01-15,4102.67,Shopping,Zudio,Credit Card
a7d24a6a-b78e-44ff-8fcf-d684d15ae263,117,2025-05-02,2913.29,Travel,Ola trip,Netbanking
bfbb8d35-60c9-45bd-a56c-080d1b36e733,109,2025-02-08,2581.83,Travel,Indigo flight,Netbanking
f08b597c-a79d-4c15-acd3-eca8cb2a840a,169,2024-12-24,148.65,Entertainment,Netflix,UPI
0b022dbe-83b7-4c4c-be41-ec26f33d7ee9,162,2024-12-23,374.31,Food,Zomato bill,Netbanking
c8a8b9c2-b906-489d-844f-9e4f6efdacba,121,2025-02-16,4560.99,Travel,Train ticket,Netbanking
f3f27166-0775-4f79-a3b9-e20c240607f0,200,2024-12-23,567.15,Food,Restaurant charge,Netbanking
ba7eeab4-7bb3-4cfa-97db-90155cc2cfb2,193,2025-02-12,11965.92,Rent,PG fees,Netbanking
a24d5da3-497e-484d-9469-ad25e9457c78,107,2025-05-18,1835.19,Travel,Ola trip,UPI
af15bfa8-bedb-4ae1-81bc-ce2361804230,174,2025-02-09,161.47,Bills,Phone recharge,Netbanking
5e3a8684-9959-4658-9cab-068157d151e5,165,2025-04-01,160.92,Entertainment,Spotify,UPI
12de2999-6af3-4ddb-804b-9fbf956dcc00,186,2025-01-25,3177.66,Travel,Uber ride,Credit Card
536d4a41-2e9f-4c53-934b-ac76d2fd7b87,172,2025-05-10,4737.18,Shopping,Amazon,Credit Card
e70982d0-9803-41c5-9bb8-30d099e49374,153,2024-12-13,1257.79,Entertainment,Netflix,Debit Card
090bf836-8048-481b-9d4e-b6f6d2773d02,140,2025-04-25,11697.26,Rent,Monthly rent,Credit Card
cd1083a9-1e5c-410f-bb8b-0d337553127b,182,2025-03-04,6308.78,Rent,PG fees,Debit Card
33c13d0c-9173-41d5-a861-0429ea4e21ee,109,2025-03-19,4680.58,Shopping,Zudio,UPI
4d9c1c3d-8e6e-4e8d-bcff-391d3dc79e87,127,2024-12-29,829.67,Shopping,Amazon,Debit Card
20999046-3393-440d-b1fc-2617c5d83334,131,2025-06-02,4463.89,Travel,Indigo flight,Debit Card
0afc0cfd-fb91-4f05-8298-e13e54642e88,169,2025-02-16,9381.85,Rent,Monthly rent,Debit Card
65f685db-4f2a-405e-8e85-4ee0c62abca8,170,2024-12-20,1352.33,Entertainment,Netflix,Debit Card
3746229a-3f50-4a62-be9f-5ae5ebb72015,117,2025-03-22,1880.91,Bills,Electricity bill,Debit Card
ecfbbec5-7a80-4158-9b9e-81bb78bcc13e,119,2025-01-30,1497.71,Food,Swiggy order,Debit Card
9f0027f9-f25b-4ec2-ba3b-a93f2bab62ab,143,2025-05-15,7106.3,Rent,Hostel rent,Credit Card
f2575735-a20f-45da-bf35-90a5cd3acbb1,164,2025-04-06,1713.18,Bills,WiFi payment,Netbanking
ddf30e16-9219-441f-a228-f8ba18c3ded4,154,2025-04-04,5922.98,Rent,Monthly rent,Debit Card
591bbbb0-896f-4765-8fbd-c6843474e23e,116,2025-05-25,700.44,Food,Swiggy order,Debit Card
785720af-1bc1-4465-bc43-0ffeedfef884,154,2025-05-21,2982.56,Travel,Train ticket,UPI
b897ee73-31ea-4b6c-ab84-067dd4eb3f54,188,2025-02-13,1892.85,Food,Swiggy order,Credit Card
063a8df7-cb2d-430b-8fa5-8cc79b69e69a,174,2025-03-27,1677.46,Entertainment,Netflix,Credit Card
4314f42f-bc88-4b3c-9f70-94eae3e40098,146,2025-01-11,688.23,Shopping,Flipkart,UPI
0c037085-c7e7-4d4d-9db1-166c54929f6b,185,2025-04-20,11820.67,Rent,Monthly rent,UPI
5a99188a-69a1-440c-8103-af6047d2d9f4,152,2024-12-18,13841.35,Rent,Hostel rent,Credit Card
f230336a-bf31-4645-9d0f-8f5bc20f969f,122,2024-12-13,4892.93,Travel,Ola trip,Netbanking
6d971e1a-f2bf-49a6-9af6-75082c4a38ed,142,2025-04-12,1486.3,Food,Zomato bill,Netbanking
d9484898-1fbf-47c3-bb8a-84ec078daa05,134,2025-01-18,1630.96,Bills,WiFi payment,Credit Card
4dea7442-58f0-45b4-931f-e8bd9c9ce944,104,2025-05-04,795.96,Bills,Electricity bill,Netbanking
eac0bca8-9227-42bd-b32d-a78c37c07a4f,158,2025-01-30,4174.64,Travel,Ola trip,Debit Card
f55e564f-b0f9-4e42-8486-d275f99297e2,184,2024-12-20,7229.24,Rent,Monthly rent,Credit Card
d663628c-778f-4630-abec-3e8d31956a64,108,2025-05-20,1753.71,Shopping,Zudio,Debit Card
c84ccbc7-f95d-4196-9531-f39569b00a82,186,2025-01-19,10094.06,Rent,Hostel rent,Debit Card
7c876f4c-5cd6-4d59-b9d8-1e3d085622d5,133,2025-05-22,1760.22,Food,Swiggy order,Credit Card
aba912b6-f94c-4996-a88f-19a633990875,176,2024-12-24,124.6,Entertainment,BookMyShow,Netbanking
e3ebde83-97fa-4c1c-a5f4-95f31bef7a69,155,2025-02-16,12864.28,Rent,Hostel rent,UPI
7d7c454c-ff8f-4f69-b7f3-9feab7f50b10,190,2025-01-27,1646.25,Shopping,Flipkart,Netbanking
db227ddd-6e61-4c89-bdfb-ce4b49b989c1,108,2025-03-03,760.23,Food,Zomato bill,Debit Card
08e7acea-000c-49ba-993e-171f5df5cc26,115,2025-04-07,1343.61,Entertainment,BookMyShow,Debit Card
37dce81d-30ab-46bb-984e-a70900881801,141,2025-05-15,1350.44,Entertainment,BookMyShow,Netbanking
a5eb5c06-c206-4b9b-a21c-f112699fb5a3,124,2025-02-13,1131.1,Bills,Phone recharge,Netbanking
b6449c32-3baf-478d-828c-ed52c82f2ddc,122,2025-01-05,1370.77,Bills,Phone recharge,Debit Card
0f94ed17-7e56-406a-9600-a60cd72a5a91,126,2025-02-14,1867.44,Shopping,Amazon,Netbanking
91e1e84e-e259-4980-a55d-a2bf8c93ad66,156,2025-02-11,956.73,Entertainment,BookMyShow,Credit Card
777b34a6-6a07-4ed6-969e-dcd65017cbab,194,2025-01-14,1597.78,Entertainment,Gaming top-up,Credit Card
04ba3410-0b24-4bfb-9e28-b1a2aeef5768,184,2025-04-14,603.38,Bills,Electricity bill,Debit Card
8edcc7e5-caff-42b8-8623-631f854b894d,128,2025-01-25,1361.95,Food,Zomato bill,Credit Card
25263b5e-eaee-4b0a-8a28-5eff2aec306d,160,2025-04-20,707.96,Travel,Uber ride,UPI
bd3fb4be-6609-4816-b6a0-255148589943,173,2025-04-16,4487.62,Shopping,DMart purchase,Credit Card
bf40fa3a-6202-466d-bf96-8a80767e7a6a,151,2025-04-09,798.76,Bills,WiFi payment,Credit Card
cc1638ea-82c7-4a13-b20d-fae12a6a3fb9,198,2024-12-18,4516.97,Travel,Uber ride,UPI
3526b405-d3e4-48d0-8283-1aefbf0295bc,189,2025-04-02,1291.49,Shopping,Flipkart,Netbanking
12cf4b15-e6ba-461b-b5b4-3eba9e25d7a4,115,2025-04-07,1839.07,Food,Zomato bill,Netbanking
b3f65f0b-8445-4083-b52a-a31762380282,171,2025-01-07,3504.1,Travel,Train ticket,Debit Card
3bc7aee2-2306-4bee-8e83-bffaa7afabe4,170,2025-03-18,4237.56,Shopping,DMart purchase,Netbanking
089afd64-0fb6-49fc-87e7-33fc8d635188,196,2025-04-25,2525.31,Travel,Train ticket,Credit Card
4a377412-94b7-4233-a7c2-a37497882b04,166,2025-01-21,1543.34,Bills,Phone recharge,Netbanking
1c938c27-4a7c-4a3a-bde7-66f3e0b616c8,109,2025-01-05,585.47,Bills,Electricity bill,Debit Card
84b60f6b-cfc4-4494-8701-52483f00985e,169,2025-03-04,2011.31,Travel,Indigo flight,UPI
ad49219f-580f-4c28-b01a-af0384c066a2,188,2025-02-16,1540.68,Travel,Ola trip,Credit Card
129c1261-26a3-46d0-bf18-90ea07c34321,152,2025-01-26,175.25,Bills,Electricity bill,Debit Card
dade2b35-5206-48b6-b7c3-ee867e437c46,126,2025-06-02,860.76,Entertainment,Gaming top-up,Netbanking
9de9d71f-f94d-4e64-9d9d-82a812ff8300,197,2025-04-08,4355.29,Shopping,Amazon,Netbanking
c1b02da0-b894-409c-8afc-a8b6e8598e4f,138,2025-04-17,4742.34,Shopping,Amazon,Netbanking
6eac974b-0710-4a9e-b3ec-567a2a7e459c,134,2025-03-23,2697.03,Shopping,Flipkart,Netbanking
d8ed832b-99e0-4eb1-8111-8615b48e4404,185,2025-01-16,2249.86,Shopping,Amazon,Netbanking
30c71e5a-c4e2-4241-bdb5-824501243c1f,116,2025-04-16,1688.99,Bills,Electricity bill,UPI
bc286438-a846-41f4-9466-c1b2aa4f3086,154,2025-02-05,877.76,Shopping,Amazon,Credit Card
7e857164-8430-4bf7-8bc6-ed3595b39272,148,2025-05-17,726.28,Shopping,Flipkart,Debit Card
df543d88-daae-4469-87c5-3bc8dfbe55fd,197,2025-05-03,1970.81,Travel,Train ticket,Netbanking
c5a58191-2e92-4b0a-8a16-92977700c489,110,2025-05-04,7522.72,Rent,PG fees,Netbanking
9ccb8b45-8981-41e7-b4a4-951503cd3a12,144,2024-12-15,1999.82,Food,Swiggy order,Credit Card
3df84afb-f1a3-499b-b83a-b81d9128bb9d,183,2025-01-18,1573.4,Bills,Electricity bill,UPI
cae47516-5ff3-45ff-a705-9fc47b6da2a0,102,2025-05-13,438.75,Food,Zomato bill,Credit Card
0eb09460-6abf-4667-8407-589ff6400d2a,114,2024-12-11,2631.02,Travel,Ola trip,Credit Card
5051a027-4d61-4243-9b53-96297ea063c9,121,2025-05-10,3951.04,Shopping,Zudio,UPI
bbb70e5b-b1f5-4375-a3cb-487a6bcb2afb,103,2025-02-04,986.44,Travel,Indigo flight,Debit Card
c46064c5-7620-4462-870c-342d6dd02cef,191,2025-02-20,823.48,Entertainment,Gaming top-up,Credit Card
38832535-74b1-48c7-b7b7-9a8d9ba8a477,198,2025-01-25,248.71,Food,Zomato bill,Debit Card
4d64ad60-a183-4d5b-a0e0-c4adf69131a0,172,2024-12-17,1620.78,Bills,WiFi payment,UPI
493f4c87-1be7-45b6-822e-8cd5e28eb2d2,147,2025-01-14,9283.78,Rent,Hostel rent,UPI
8d39c93f-6ca9-4abe-8e50-9fe28a632251,153,2025-05-31,74.67,Entertainment,BookMyShow,Netbanking
4f5116bf-b943-4437-ac21-a79af1020ff3,181,2025-03-25,1923.54,Food,Restaurant charge,Netbanking
3dd599b7-e12f-4428-8c0a-8b8c5c4be1da,193,2025-05-24,899.2,Bills,Electricity bill,Debit Card
e20fc9b2-b03e-41e1-a2c3-48242c52d5b7,193,2025-04-23,956.5,Entertainment,Gaming top-up,Debit Card
74873000-5852-4d26-9810-c71f594a91d6,111,2025-02-04,13307.31,Rent,Monthly rent,Debit Card
20e8f892-6724-4180-b26b-afc1e212c326,172,2025-01-15,3877.14,Shopping,Flipkart,Netbanking
368e434e-228b-4118-95a7-3e695e62cd00,141,2025-04-11,9943.07,Rent,Monthly rent,Credit Card
25701f2e-7f91-4577-bc9b-8751470f624a,133,2025-03-11,2096.71,Shopping,Flipkart,Debit Card
0a25d59a-831d-4598-8a61-a81bd056be12,135,2025-02-19,12011.84,Rent,Hostel rent,UPI
07dd45ca-09b4-433a-b307-de95eb9310f2,192,2025-05-25,216.95,Entertainment,Spotify,Netbanking
1d29dd8d-4aa4-429b-a8a5-299e5d5efee4,182,2025-05-31,3607.74,Shopping,Flipkart,Netbanking
892d9320-2234-47ff-99e1-3acdbeff7b80,128,2025-04-08,918.74,Shopping,Amazon,Netbanking
6e8275d2-e26b-47f1-80b6-4482bcec4189,174,2025-03-04,647.1,Bills,Electricity bill,Debit Card
ca59a1c9-20bc-4876-8d47-c52ac1b978d7,195,2025-01-01,2414.77,Shopping,Zudio,Debit Card
5b67c9ea-e85c-4e90-99d4-face4d32386b,139,2025-01-25,9537.45,Rent,Hostel rent,Debit Card
fe26bd1c-7ebf-4837-bb2e-89544a0aa54b,140,2025-01-01,3745.78,Travel,Uber ride,UPI
21885f0a-0d4d-4c8a-be0a-b7121c1b5383,188,2025-01-21,1904.21,Bills,WiFi payment,Credit Card
7de4f35b-8d42-4323-a376-c9f4e6c25ffb,135,2025-04-28,3823.72,Travel,Ola trip,Debit Card
ed012493-a181-409a-97ce-bdaa80cc9240,146,2025-03-24,627.68,Food,Zomato bill,Credit Card
93d20838-a08e-4ebb-be2c-79b1a15df373,116,2025-03-19,12080.18,Rent,Monthly rent,Debit Card
14b07229-ccc2-4bb7-aabe-16c27ff67341,189,2025-01-25,1129.05,Food,Swiggy order,Credit Card
4f35ebe4-35c0-4d59-8f2c-6d82307ff9d8,101,2025-04-29,250.05,Bills,Phone recharge,Debit Card
d3e5bfd5-3571-4e2b-b6e9-ffd9d70ce009,123,2025-03-28,2482.11,Shopping,DMart purchase,UPI
0e45ac9e-ba8e-4ab1-bde1-e6dfebf88ba8,108,2025-02-26,6140.87,Rent,PG fees,Netbanking
44ea388b-c462-44c1-9871-96a9cea1591c,187,2025-05-28,3096.6,Shopping,Amazon,UPI
8b3f34fe-0183-443e-b008-72f984a5fc03,138,2025-03-28,4150.14,Travel,Ola trip,UPI
b8dd74fd-18ba-4975-b540-f2731df1bef6,153,2025-02-20,3011.33,Travel,Uber ride,Credit Card
0e540e82-a647-42fa-bbf7-09349f746b16,156,2025-02-13,928.5,Entertainment,Gaming top-up,Debit Card
20ac1410-77f7-4181-8584-b20165cffa95,179,2025-01-16,645.49,Entertainment,Gaming top-up,UPI
dcbedd39-06e0-4672-87b2-4acaaf90b7a1,126,2024-12-31,1897.8,Entertainment,Netflix,Credit Card
21500d9e-5224-438a-b3a9-f47a9da1c632,130,2025-03-13,5811.87,Rent,Hostel rent,Credit Card
8b48f45b-2c17-4fd8-9056-950350956eca,152,2025-03-10,355.24,Entertainment,Netflix,Netbanking
25269a55-2225-4c4b-860a-b02c6dc1872d,104,2024-12-22,966.33,Bills,WiFi payment,Credit Card
a819c0a7-13c3-4943-9824-4252c222ead2,158,2025-04-30,7827.18,Rent,Hostel rent,UPI
f4e746b8-ea0a-45bc-a4e7-ec458dc084ea,200,2024-12-14,1851.63,Bills,Electricity bill,Credit Card
d8d764ab-801d-4665-980c-a9130fa1ee80,182,2025-05-21,2950.53,Shopping,Amazon,Credit Card
29cc604a-759c-49b6-b928-ea0494194b3f,121,2024-12-26,5714.1,Rent,Monthly rent,Debit Card
868f61d7-e11e-4321-941c-d61c300752c5,159,2025-01-03,906.35,Entertainment,BookMyShow,Debit Card
313197e4-456d-4105-9bdd-7e519ba27fe8,164,2025-04-05,1888.22,Bills,Phone recharge,Netbanking
86be4778-6bc0-45f4-a0a3-706d980ea864,155,2025-01-05,3191.16,Shopping,Amazon,Debit Card
5ad26338-e54c-4ee8-8dde-8d5c7f4f3731,129,2025-05-07,100.44,Entertainment,BookMyShow,UPI
4f67583c-485d-417f-8d33-0105896af570,197,2025-04-16,1173.68,Bills,Phone recharge,Credit Card
7c732cfb-befc-4868-8ab9-0d56262205ee,123,2025-02-24,4622.33,Shopping,DMart purchase,Netbanking
2a810c16-e026-4e10-a2c6-85836dc2d86d,160,2025-03-30,1939.66,Bills,Phone recharge,Debit Card
8292b4b4-d47e-4585-8598-165a1fa3dc2c,113,2024-12-17,1944.76,Shopping,Zudio,Credit Card
5b4ee33d-bca8-4fe1-9b28-79f555de911b,136,2025-02-17,11936.74,Rent,PG fees,Netbanking
f3031c1d-12f1-47fb-83fb-2b2f335f1b72,140,2025-02-17,936.91,Entertainment,Netflix,Debit Card
e49697b3-d353-42ce-bea8-c0f0d3f3928e,151,2025-03-30,14701.85,Rent,Monthly rent,UPI
0ee5380b-eb6a-4ebd-9784-c1ec49e291de,106,2025-03-05,950.85,Bills,WiFi payment,Credit Card
c504022e-07ff-415b-b6d4-69bedf4641ae,163,2025-03-17,1264.14,Entertainment,BookMyShow,Netbanking
3e00d3e9-f589-4626-963d-90218953a20b,116,2025-01-22,570.76,Food,Zomato bill,Debit Card
f10ae090-a4c6-4b9a-94bc-0cd8b758f87e,180,2025-03-22,1046.42,Shopping,DMart purchase,Credit Card
986aa4f9-1377-4b35-ac73-4cbdba45c9e5,101,2025-05-21,655.96,Bills,Electricity bill,Netbanking
b07fd626-cf1c-4942-8223-5d3b49705b77,114,2024-12-07,1984.9,Food,Zomato bill,Netbanking
31bbc19a-1997-48cb-a7d5-2541b2971548,191,2025-04-16,1021.83,Food,Zomato bill,Debit Card
2ddd4fed-713a-4933-a495-3fc354ffbf04,161,2025-04-23,860.21,Entertainment,BookMyShow,Netbanking
351e7ab2-e6bd-41a0-a0cc-920e1a972a2d,149,2024-12-27,2980.69,Travel,Train ticket,Credit Card
06201f1b-5650-4a79-bdb8-0e285af5ae77,135,2025-04-16,1734.85,Entertainment,Spotify,Netbanking
f20af6a4-b06b-4e62-bd3d-daecbf21f7f7,100,2025-05-25,7671.73,Rent,Hostel rent,Debit Card
991b3fd9-f2ce-461a-93bf-af0b632bb3cf,174,2025-03-19,1683.08,Bills,Phone recharge,Netbanking
2a4f9167-e31a-4924-a5ed-ba6453543dbe,144,2025-04-29,2923.61,Travel,Train ticket,Debit Card
06897d82-55b0-439d-b15d-b6b95b292aa5,141,2025-01-25,937.92,Entertainment,Gaming top-up,Credit Card
3f310ba8-3a16-4b50-a7a1-608317e26676,129,2025-05-03,1165.01,Bills,Electricity bill,Netbanking
f5189cda-8f98-4a5b-a0d8-a4fc45b6b9a3,190,2025-04-08,1502.18,Food,Dominos,Netbanking
3f24ecd8-b707-40d1-97e0-02ec3d762c8e,104,2025-02-09,2728.98,Shopping,Flipkart,Credit Card
9e1e2e0c-6c01-459c-bb96-9271b4db4a68,156,2024-12-26,1745.92,Entertainment,BookMyShow,UPI
fdfe7047-6785-40cd-afe7-e571e76c1540,118,2025-01-30,79.93,Entertainment,Gaming top-up,Netbanking
f76f2ea3-ce02-4a67-bfd5-dc858c12aa62,200,2025-02-27,195.92,Bills,Electricity bill,Debit Card
3b8dce5e-93f3-4109-95df-8cd42178d936,183,2025-01-04,11927.05,Rent,Hostel rent,UPI
a0673ee6-8292-47bd-a23f-91a7f4bb42e7,148,2025-03-03,13593.42,Rent,Hostel rent,Debit Card
0575bcc8-9390-4377-9f03-637b61ce3fb7,162,2024-12-05,1780.51,Bills,WiFi payment,UPI
152ce923-ebf5-4010-b0a5-3f320517d95a,187,2025-04-24,507.8,Entertainment,Netflix,Debit Card
2b16362e-9546-4d82-adba-20bf475e65db,112,2025-05-24,2452.87,Travel,Uber ride,UPI
937ca922-f3e4-4d85-b123-4359055256b9,103,2025-04-23,3623.01,Shopping,Flipkart,UPI
1d700055-48a3-480c-b9cd-bc4625027c15,147,2025-01-25,7933.68,Rent,Monthly rent,Netbanking
ce60851b-e181-425e-82a9-619b63f353a2,172,2025-03-12,2890.25,Travel,Ola trip,Credit Card
17dafdcc-4b9b-4968-a247-c8f169d48282,148,2025-05-01,855.36,Travel,Ola trip,Credit Card
73c5b871-055d-4333-b7be-96b5ddf46f14,181,2025-01-08,1544.85,Shopping,Flipkart,Debit Card
82226d68-df43-49f0-b17f-181242dc853e,159,2025-03-13,3500.78,Shopping,Zudio,Debit Card
cbe0e86e-a375-453f-8db8-6ad6496fc054,156,2025-05-31,358.05,Bills,WiFi payment,Debit Card
5a9566dc-1a6d-4172-a375-61b7643ce768,154,2024-12-25,1295.93,Entertainment,BookMyShow,Debit Card
b141eb87-5118-4888-a823-8d63ffbea20e,149,2025-05-23,1396.48,Shopping,Zudio,Netbanking
4b6d7e0d-4b55-48cb-8a1d-04e1f7ec3e75,145,2025-04-05,793.66,Food,Zomato bill,Debit Card
0fe84960-9098-455b-ae34-948d69ae2f1b,184,2025-01-31,92.78,Bills,Phone recharge,Netbanking
ce05a6bc-41f7-412a-a18b-fac34f148a54,187,2025-05-17,10659.29,Rent,Monthly rent,UPI
c1e3b9a8-1323-4613-a3f6-25e40e3db009,136,2025-04-08,1674.04,Entertainment,Gaming top-up,Credit Card
36e8c32c-2a6a-4559-a954-a8370e3451ad,124,2025-03-13,477.06,Entertainment,BookMyShow,Debit Card
97acb4d7-2c02-487c-8ab4-9c5ad45e7627,187,2025-04-02,1546.57,Bills,WiFi payment,Credit Card
7fba5b11-4ce0-48bd-83c3-a27a7139233a,182,2025-01-12,1811.64,Bills,Electricity bill,UPI
94a04132-f831-411f-af90-e57b79fbcfa5,146,2025-01-03,5333.65,Rent,PG fees,Credit Card
df4d735e-e908-4ae9-b085-57f99c15c5e7,153,2025-02-15,687.1,Food,Dominos,Credit Card
b4aa3113-f52b-49bf-a98c-ac65b64571ad,146,2025-05-02,4039.31,Travel,Ola trip,Debit Card
73a3b45f-1065-4cfa-998b-5ca84d1f61e0,161,2025-01-05,4613.22,Travel,Indigo flight,Debit Card
99d23da4-d6b0-4425-98da-d2d0f68b6ea5,159,2025-03-19,1618.25,Bills,Phone recharge,UPI
74dfef19-61dd-409c-9ac9-07df18c948f8,192,2025-05-05,4370.63,Travel,Ola trip,Netbanking
33c3fc41-ac75-420a-a903-3d4d605e1083,150,2025-06-02,226.09,Entertainment,BookMyShow,UPI
2c46f475-4bac-4685-a49d-bdf2ff23616c,147,2025-03-17,6235.89,Rent,Hostel rent,Debit Card
b2655514-3c9c-4c45-be40-c1d0883eeb35,147,2025-06-01,1653.71,Entertainment,Gaming top-up,UPI
208a38f6-26f7-4141-977b-f4d4cdb7d109,179,2024-12-05,969.38,Bills,Electricity bill,Debit Card
96b5837e-65de-47bb-9741-27301d515f35,181,2025-03-31,1312.92,Entertainment,Spotify,Netbanking
961d2b4d-81d8-4e52-9f3e-4d10f11bc51a,114,2025-02-05,1316.02,Bills,Phone recharge,Credit Card
1fb2395a-d612-40b4-81e6-320276c13cfc,163,2025-03-09,643.51,Food,Swiggy order,UPI
3e5b6ef3-fdd9-4f31-9be8-630c70dbcd47,117,2024-12-08,1780.16,Food,Zomato bill,Netbanking
f371da62-ba05-42ca-b459-c33c2efe7b3f,195,2024-12-26,3517.19,Shopping,Zudio,Netbanking
c95b2032-0070-4efc-ad91-d22de06602e1,183,2025-02-13,1776.56,Entertainment,Spotify,UPI
e4c76ceb-6100-4655-a2cc-8486bb641786,135,2025-05-24,4725.74,Shopping,DMart purchase,UPI
2f20bdad-fec5-475e-8408-8804ff507160,156,2025-05-15,473.68,Bills,Phone recharge,Credit Card
